Symbol,Avg AUC,Avg Daily %,Total OOS %,Avg Win Rate,Avg Trades/Day,Profitable Days,Daily Win Rate
HBAR-USD,0.7363053096219127,331.33068104446915,2040818.6070312844,0.6910211288603505,3538.0,9/9,1.0
DOGE-USD,0.7620461292743524,227.93464299138876,806296.7080511964,0.7239993061463541,3681.3333333333335,9/9,1.0
ADA-USD,0.7789160870800367,238.6919469047651,740257.5383375011,0.6501630398897901,2701.4444444444443,9/9,1.0
AAVE-USD,0.7217709690659165,233.35380662942947,473863.6372806053,0.6958017856639533,3118.222222222222,9/9,1.0
FARTCOIN-USD,0.6853203920800603,168.0363865785471,102926.60963469489,0.5847528084567334,1518.2222222222222,9/9,1.0
AVAX-USD,0.8266472658116819,85.26913545351853,14421.450961388768,0.6116721779047695,702.8888888888889,9/9,1.0
ETH-USD,0.6158267950068771,46.91651408581434,2821.4569883229083,0.5369141131170735,4877.222222222223,9/9,1.0
BCH-USD,0.6220220213138761,36.41365153631527,1323.3443647694087,0.5756036368496491,2910.6666666666665,9/9,1.0
BTC-USD,0.5757152936938852,1.0535883441881084,7.397053958100258,0.47128834354046467,3831.3333333333335,5/9,0.5555555555555556
